0	13380	1
1	13380	1
2	15422	1
4	1775	1
4	2333	1
4	9525	1
5	1775	1
5	2333	1
5	9525	1
6	11648	1
7	11648	1
8	8077	1
9	8077	1
13	1566	1
14	1406	1
14	11656	1
16	152	1
16	2549	1
16	12683	1
17	152	1
17	2549	1
17	12683	1
18	1411	1
19	1411	1
21	5835	1
21	13374	1
23	5217	1
24	7265	1
25	7265	1
26	424	1
29	1311	1
29	6834	1
29	15913	1
30	7902	1
31	7902	1
32	829	1
32	3135	1
32	11554	1
32	14868	1
32	14938	1
33	829	1
33	3135	1
33	11554	1
33	14868	1
33	14938	1
35	1060	1
35	18093	1
39	15234	1
41	8156	1
43	3897	1
44	14507	1
45	14507	1
47	13593	1
48	1313	1
50	6388	1
50	9329	1
51	6388	1
51	9329	1
52	4670	1
53	4670	1
56	16867	1
57	16867	1
59	17170	1
60	6327	1
61	6327	1
62	16539	1
63	16539	1
66	16242	1
67	16242	1
68	13263	1
69	13263	1
70	6059	1
71	6059	1
72	13495	1
73	13495	1
74	13957	1
75	13957	1
76	4130	1
78	9061	1
79	9061	1
80	15259	1
82	12524	1
83	12524	1
84	4128	1
85	4128	1
86	2482	1
87	2482	1
88	3301	1
89	3301	1
90	2222	1
90	5312	1
92	5347	1
92	8596	1
92	14900	1
93	5347	1
93	8596	1
93	14900	1
94	2542	1
96	7184	1
98	459	1
98	1087	1
98	5549	1
101	10374	1
102	13433	1
102	14143	1
103	13433	1
103	14143	1
104	5399	1
105	5399	1
106	16792	1
107	16792	1
108	5408	1
108	7165	1
108	8326	1
108	8479	1
108	10434	1
108	11165	1
108	13443	1
108	14174	1
109	5408	1
109	7165	1
109	8326	1
109	8479	1
109	10434	1
109	11165	1
109	13443	1
109	14174	1
111	146	1
111	299	1
111	1697	1
111	14671	1
112	6633	1
113	6633	1
116	11040	1
120	6694	1
120	9506	1
121	6694	1
121	9506	1
122	15079	1
123	15079	1
124	9443	1
125	9443	1
126	9165	1
127	9165	1
128	1239	1
128	14992	1
130	4033	1
131	4033	1
132	16304	1
133	16304	1
134	4049	1
134	15775	1
135	4049	1
135	15775	1
136	7022	1
136	11769	1
137	7022	1
137	11769	1
138	14827	1
139	14827	1
140	6703	1
141	6703	1
143	13839	1
144	15166	1
145	15166	1
146	7621	1
146	16698	1
147	7621	1
147	16698	1
148	14773	1
150	14279	1
152	13875	1
153	13875	1
154	5297	1
156	2810	1
157	2810	1
160	1419	1
160	14552	1
160	15597	1
161	1419	1
161	14552	1
161	15597	1
162	8806	1
163	8806	1
164	10499	1
164	13009	1
165	10499	1
165	13009	1
166	2335	1
166	16847	1
167	2335	1
167	16847	1
168	14748	1
169	14748	1
170	3136	1
172	4083	1
173	4083	1
174	5873	1
176	8183	1
176	12637	1
177	8183	1
177	12637	1
178	308	1
179	308	1
181	7359	1
181	14538	1
182	2914	1
183	2914	1
184	548	1
184	13987	1
185	548	1
185	13987	1
186	9128	1
186	17968	1
187	9128	1
187	17968	1
188	3865	1
189	3865	1
190	624	1
190	1853	1
190	9366	1
191	624	1
191	1853	1
191	9366	1
192	12095	1
192	15789	1
193	12095	1
193	15789	1
194	9747	1
195	9747	1
197	1096	1
197	16861	1
199	6479	1
200	572	1
200	2541	1
200	16119	1
201	572	1
201	2541	1
201	16119	1
202	12018	1
203	12018	1
204	16561	1
205	16561	1
207	16259	1
207	17775	1
208	3103	1
208	8702	1
208	17538	1
209	3103	1
209	8702	1
209	17538	1
210	6993	1
211	6993	1
212	3121	1
213	3121	1
214	16907	1
215	16907	1
216	17041	1
217	17041	1
218	9754	1
218	15225	1
219	9754	1
219	15225	1
220	9270	1
221	9270	1
223	12395	1
225	14770	1
226	4548	1
226	10425	1
226	11324	1
226	12085	1
226	12118	1
226	12587	1
226	13008	1
226	13456	1
226	17526	1
227	4548	1
227	10425	1
227	11324	1
227	12085	1
227	12118	1
227	12587	1
227	13008	1
227	13456	1
227	17526	1
228	6325	1
230	867	1
230	1845	1
230	5922	1
230	15688	1
231	867	1
231	1845	1
231	5922	1
231	15688	1
232	546	1
232	12329	1
232	12629	1
233	546	1
233	12329	1
233	12629	1
234	4633	1
234	4905	1
234	11019	1
236	1952	1
237	1952	1
238	10314	1
239	10314	1
241	7637	1
242	13186	1
243	13186	1
244	13563	1
244	16691	1
246	3099	1
247	3099	1
248	1552	1
248	12597	1
249	1552	1
249	12597	1
250	4402	1
251	4402	1
252	2521	1
252	15519	1
254	14173	1
255	14173	1
256	15741	1
257	15741	1
259	9064	1
260	1237	1
261	1237	1
262	10224	1
263	10224	1
264	11887	1
264	16631	1
265	11887	1
265	16631	1
266	90	1
266	17176	1
267	90	1
267	17176	1
268	13547	1
270	12965	1
271	12965	1
272	8796	1
273	8796	1
274	5224	1
278	15080	1
281	9726	1
282	1460	1
283	1460	1
284	7492	1
285	7492	1
287	12462	1
288	17422	1
288	18066	1
289	17422	1
289	18066	1
290	2215	1
291	2215	1
292	16244	1
293	16244	1
294	6934	1
295	6934	1
296	1195	1
296	11948	1
301	33	1
302	13406	1
303	13406	1
304	15269	1
305	15269	1
306	1581	1
307	1581	1
308	10880	1
309	10880	1
310	5510	1
311	5510	1
312	925	1
312	7833	1
312	10368	1
312	11359	1
312	12811	1
314	7653	1
315	7653	1
316	14376	1
317	14376	1
319	7957	1
320	71	1
321	71	1
322	4621	1
324	3740	1
325	3740	1
326	11794	1
326	11811	1
327	11794	1
327	11811	1
328	8021	1
328	14235	1
329	8021	1
329	14235	1
330	10721	1
331	10721	1
332	7336	1
333	7336	1
334	14561	1
335	14561	1
336	7210	1
337	7210	1
338	16138	1
339	16138	1
340	5103	1
340	8538	1
341	5103	1
341	8538	1
342	12665	1
343	12665	1
344	13937	1
345	13937	1
346	11640	1
347	11640	1
350	17353	1
351	17353	1
352	2145	1
353	2145	1
354	1442	1
354	13703	1
354	14537	1
354	14892	1
354	15189	1
354	16851	1
355	1442	1
355	13703	1
355	14537	1
355	14892	1
355	15189	1
355	16851	1
357	7388	1
358	714	1
358	1973	1
358	2800	1
358	14172	1
358	14504	1
359	714	1
359	1973	1
359	2800	1
359	14172	1
359	14504	1
360	13154	1
361	13154	1
362	2298	1
363	2298	1
364	4932	1
365	4932	1
367	13755	1
368	17441	1
369	17441	1
371	1620	1
372	625	1
372	17388	1
373	625	1
373	17388	1
374	15648	1
375	15648	1
376	358	1
376	3826	1
376	16150	1
378	16904	1
379	16904	1
380	14231	1
381	14231	1
382	6349	1
385	3785	1
386	5992	1
387	5992	1
388	2827	1
388	9039	1
388	17717	1
389	2827	1
389	9039	1
389	17717	1
390	4137	1
390	12169	1
390	15426	1
391	4137	1
391	12169	1
391	15426	1
392	13943	1
393	13943	1
395	4422	1
396	9157	1
397	9157	1
398	4188	1
399	4188	1
400	3293	1
401	3293	1
402	12174	1
402	12429	1
404	5133	1
405	5133	1
406	13597	1
407	13597	1
408	10288	1
409	10288	1
410	7778	1
411	7778	1
412	6822	1
412	7390	1
413	6822	1
413	7390	1
414	4456	1
414	6164	1
414	7557	1
416	1450	1
416	5874	1
416	8778	1
418	7625	1
418	11989	1
419	7625	1
419	11989	1
420	2653	1
421	2653	1
422	11802	1
423	11802	1
424	9049	1
425	9049	1
426	4442	1
427	4442	1
429	2317	1
429	5460	1
429	16620	1
430	4652	1
431	4652	1
432	5000	1
434	507	1
435	507	1
436	12542	1
437	12542	1
438	9024	1
438	16551	1
439	9024	1
439	16551	1
440	768	1
440	9201	1
440	11575	1
442	16997	1
444	1564	1
445	1564	1
448	2507	1
449	2507	1
450	4978	1
450	13944	1
451	4978	1
451	13944	1
452	4509	1
452	12814	1
454	4979	1
454	5676	1
454	7782	1
454	8011	1
454	10059	1
454	11307	1
454	15264	1
456	10183	1
456	15116	1
456	16336	1
459	2290	1
460	14886	1
461	14886	1
462	10307	1
463	10307	1
464	17753	1
465	17753	1
466	13551	1
467	13551	1
469	5932	1
475	10132	1
476	973	1
476	14481	1
478	4581	1
478	8410	1
479	4581	1
479	8410	1
480	10826	1
482	17401	1
483	17401	1
484	6738	1
485	6738	1
486	11546	1
488	4572	1
488	11069	1
488	11662	1
490	15846	1
492	1440	1
493	1440	1
494	274	1
495	274	1
496	16441	1
497	16441	1
498	378	1
498	2745	1
498	9374	1
498	14798	1
498	15137	1
498	17737	1
499	378	1
499	2745	1
499	9374	1
499	14798	1
499	15137	1
499	17737	1
501	14269	1
501	15175	1
502	4433	1
503	4433	1
504	1325	1
